,@type,eg:amount_beneficiaries,eg:county,eg:indicator,eg:n_beneficiaries,eg:state
26391,eg:Record,1276000,Lynchburg,Survivors / Widow(er)s and parents,1000,Virginia
26392,eg:Record,440000,Lynchburg,Survivors / Children,555,Virginia
26393,eg:Record,2871000,Lynchburg,Disability / Disabled workers,2675,Virginia
26394,eg:Record,9000,Lynchburg,Disability / Spouses,30,Virginia
26395,eg:Record,149000,Lynchburg,Disability / Children,455,Virginia
26396,eg:Record,7396000,Lynchburg,Aged 65 or older / Men,4600,Virginia
26397,eg:Record,4845000,Manassas,Retirement / Retired workers,3200,Virginia
26398,eg:Record,141000,Manassas,Retirement / Spouses,170,Virginia
26399,eg:Record,23000,Manassas,Retirement / Children,45,Virginia
26400,eg:Record,430000,Manassas,Survivors / Widow(er)s and parents,300,Virginia
26401,eg:Record,156000,Manassas,Survivors / Children,160,Virginia
26402,eg:Record,747000,Manassas,Disability / Disabled workers,580,Virginia
26403,eg:Record,2000,Manassas,Disability / Spouses,5,Virginia
26404,eg:Record,34000,Manassas,Disability / Children,95,Virginia
26405,eg:Record,2499000,Manassas,Aged 65 or older / Men,1495,Virginia
26406,eg:Record,1167000,Manassas Park,Retirement / Retired workers,855,Virginia
26407,eg:Record,36000,Manassas Park,Retirement / Spouses,55,Virginia
26408,eg:Record,14000,Manassas Park,Retirement / Children,20,Virginia
26409,eg:Record,141000,Manassas Park,Survivors / Widow(er)s and parents,105,Virginia
26410,eg:Record,38000,Manassas Park,Survivors / Children,50,Virginia
26411,eg:Record,232000,Manassas Park,Disability / Disabled workers,175,Virginia
26412,eg:Record,1000,Manassas Park,Disability / Spouses,5,Virginia
26413,eg:Record,20000,Manassas Park,Disability / Children,55,Virginia
26414,eg:Record,607000,Manassas Park,Aged 65 or older / Men,405,Virginia
26415,eg:Record,3490000,Martinsville,Retirement / Retired workers,2630,Virginia
26416,eg:Record,58000,Martinsville,Retirement / Spouses,75,Virginia
26417,eg:Record,15000,Martinsville,Retirement / Children,25,Virginia
26418,eg:Record,314000,Martinsville,Survivors / Widow(er)s and parents,260,Virginia
26419,eg:Record,109000,Martinsville,Survivors / Children,125,Virginia
26420,eg:Record,969000,Martinsville,Disability / Disabled workers,850,Virginia
26421,eg:Record,0,Martinsville,Disability / Spouses,5,Virginia
26422,eg:Record,49000,Martinsville,Disability / Children,155,Virginia
26423,eg:Record,1669000,Martinsville,Aged 65 or older / Men,1115,Virginia
26424,eg:Record,26539000,Newport News,Retirement / Retired workers,19620,Virginia
26425,eg:Record,657000,Newport News,Retirement / Spouses,845,Virginia
26426,eg:Record,187000,Newport News,Retirement / Children,275,Virginia
26427,eg:Record,2848000,Newport News,Survivors / Widow(er)s and parents,2285,Virginia
26428,eg:Record,808000,Newport News,Survivors / Children,1050,Virginia
26429,eg:Record,5695000,Newport News,Disability / Disabled workers,5100,Virginia
26430,eg:Record,19000,Newport News,Disability / Spouses,60,Virginia
26431,eg:Record,291000,Newport News,Disability / Children,925,Virginia
26432,eg:Record,13267000,Newport News,Aged 65 or older / Men,8540,Virginia
26433,eg:Record,28557000,Norfolk,Retirement / Retired workers,22050,Virginia
26434,eg:Record,693000,Norfolk,Retirement / Spouses,895,Virginia
26435,eg:Record,256000,Norfolk,Retirement / Children,385,Virginia
26436,eg:Record,3127000,Norfolk,Survivors / Widow(er)s and parents,2610,Virginia
26437,eg:Record,1036000,Norfolk,Survivors / Children,1365,Virginia
26438,eg:Record,7232000,Norfolk,Disability / Disabled workers,6805,Virginia
26439,eg:Record,20000,Norfolk,Disability / Spouses,60,Virginia
26440,eg:Record,301000,Norfolk,Disability / Children,1000,Virginia
26441,eg:Record,14374000,Norfolk,Aged 65 or older / Men,9935,Virginia
26442,eg:Record,902000,Norton,Retirement / Retired workers,650,Virginia
26443,eg:Record,37000,Norton,Retirement / Spouses,55,Virginia
26444,eg:Record,10000,Norton,Retirement / Children,15,Virginia
26445,eg:Record,156000,Norton,Survivors / Widow(er)s and parents,135,Virginia
26446,eg:Record,41000,Norton,Survivors / Children,55,Virginia
26447,eg:Record,461000,Norton,Disability / Disabled workers,405,Virginia
26448,eg:Record,3000,Norton,Disability / Spouses,10,Virginia
26449,eg:Record,32000,Norton,Disability / Children,85,Virginia
26450,eg:Record,508000,Norton,Aged 65 or older / Men,320,Virginia
26451,eg:Record,6184000,Petersburg,Retirement / Retired workers,4900,Virginia
26452,eg:Record,63000,Petersburg,Retirement / Spouses,90,Virginia
26453,eg:Record,52000,Petersburg,Retirement / Children,85,Virginia
26454,eg:Record,556000,Petersburg,Survivors / Widow(er)s and parents,500,Virginia
26455,eg:Record,266000,Petersburg,Survivors / Children,365,Virginia
26456,eg:Record,1964000,Petersburg,Disability / Disabled workers,1885,Virginia
26457,eg:Record,0,Petersburg,Disability / Spouses,0,Virginia
26458,eg:Record,79000,Petersburg,Disability / Children,240,Virginia
26459,eg:Record,2745000,Petersburg,Aged 65 or older / Men,2015,Virginia
26460,eg:Record,2860000,Poquoson,Retirement / Retired workers,1935,Virginia
26461,eg:Record,112000,Poquoson,Retirement / Spouses,135,Virginia
26462,eg:Record,11000,Poquoson,Retirement / Children,15,Virginia
26463,eg:Record,246000,Poquoson,Survivors / Widow(er)s and parents,175,Virginia
26464,eg:Record,47000,Poquoson,Survivors / Children,50,Virginia
26465,eg:Record,254000,Poquoson,Disability / Disabled workers,190,Virginia
26466,eg:Record,2000,Poquoson,Disability / Spouses,5,Virginia
26467,eg:Record,17000,Poquoson,Disability / Children,45,Virginia
26468,eg:Record,1664000,Poquoson,Aged 65 or older / Men,970,Virginia
26469,eg:Record,14521000,Portsmouth,Retirement / Retired workers,11825,Virginia
26470,eg:Record,254000,Portsmouth,Retirement / Spouses,395,Virginia
26471,eg:Record,129000,Portsmouth,Retirement / Children,195,Virginia
26472,eg:Record,1577000,Portsmouth,Survivors / Widow(er)s and parents,1380,Virginia
26473,eg:Record,611000,Portsmouth,Survivors / Children,830,Virginia
26474,eg:Record,4066000,Portsmouth,Disability / Disabled workers,3765,Virginia
26475,eg:Record,12000,Portsmouth,Disability / Spouses,30,Virginia
26476,eg:Record,182000,Portsmouth,Disability / Children,585,Virginia
26477,eg:Record,6809000,Portsmouth,Aged 65 or older / Men,5100,Virginia
26478,eg:Record,2132000,Radford,Retirement / Retired workers,1475,Virginia
26479,eg:Record,45000,Radford,Retirement / Spouses,55,Virginia
26480,eg:Record,14000,Radford,Retirement / Children,20,Virginia
26481,eg:Record,196000,Radford,Survivors / Widow(er)s and parents,150,Virginia
26482,eg:Record,68000,Radford,Survivors / Children,80,Virginia
26483,eg:Record,475000,Radford,Disability / Disabled workers,445,Virginia
26484,eg:Record,1000,Radford,Disability / Spouses,5,Virginia
26485,eg:Record,29000,Radford,Disability / Children,90,Virginia
26486,eg:Record,1096000,Radford,Aged 65 or older / Men,665,Virginia
26487,eg:Record,32139000,Richmond,Retirement / Retired workers,23140,Virginia
26488,eg:Record,617000,Richmond,Retirement / Spouses,665,Virginia
26489,eg:Record,256000,Richmond,Retirement / Children,375,Virginia
26490,eg:Record,2431000,Richmond,Survivors / Widow(er)s and parents,1920,Virginia
26491,eg:Record,1039000,Richmond,Survivors / Children,1420,Virginia
26492,eg:Record,7457000,Richmond,Disability / Disabled workers,7055,Virginia
26493,eg:Record,11000,Richmond,Disability / Spouses,40,Virginia
26494,eg:Record,247000,Richmond,Disability / Children,805,Virginia
26495,eg:Record,15252000,Richmond,Aged 65 or older / Men,9970,Virginia
26496,eg:Record,17548000,Roanoke,Retirement / Retired workers,13075,Virginia
26497,eg:Record,369000,Roanoke,Retirement / Spouses,460,Virginia
26498,eg:Record,136000,Roanoke,Retirement / Children,210,Virginia
26499,eg:Record,1705000,Roanoke,Survivors / Widow(er)s and parents,1390,Virginia
26500,eg:Record,561000,Roanoke,Survivors / Children,725,Virginia
26501,eg:Record,5457000,Roanoke,Disability / Disabled workers,5145,Virginia
26502,eg:Record,12000,Roanoke,Disability / Spouses,35,Virginia
26503,eg:Record,238000,Roanoke,Disability / Children,800,Virginia
26504,eg:Record,8351000,Roanoke,Aged 65 or older / Men,5585,Virginia
26505,eg:Record,6355000,Salem,Retirement / Retired workers,4390,Virginia
26506,eg:Record,121000,Salem,Retirement / Spouses,145,Virginia
26507,eg:Record,37000,Salem,Retirement / Children,60,Virginia
26508,eg:Record,621000,Salem,Survivors / Widow(er)s and parents,450,Virginia
26509,eg:Record,192000,Salem,Survivors / Children,210,Virginia
26510,eg:Record,1177000,Salem,Disability / Disabled workers,980,Virginia
26511,eg:Record,2000,Salem,Disability / Spouses,5,Virginia
26512,eg:Record,65000,Salem,Disability / Children,170,Virginia
26513,eg:Record,3167000,Salem,Aged 65 or older / Men,1930,Virginia
26514,eg:Record,6600000,Staunton,Retirement / Retired workers,4710,Virginia
26515,eg:Record,146000,Staunton,Retirement / Spouses,175,Virginia
26516,eg:Record,53000,Staunton,Retirement / Children,75,Virginia
26517,eg:Record,572000,Staunton,Survivors / Widow(er)s and parents,450,Virginia
26518,eg:Record,158000,Staunton,Survivors / Children,185,Virginia
26519,eg:Record,1228000,Staunton,Disability / Disabled workers,1110,Virginia
26520,eg:Record,2000,Staunton,Disability / Spouses,5,Virginia
26521,eg:Record,59000,Staunton,Disability / Children,160,Virginia
26522,eg:Record,3291000,Staunton,Aged 65 or older / Men,2095,Virginia
26523,eg:Record,15178000,Suffolk,Retirement / Retired workers,11115,Virginia
26524,eg:Record,315000,Suffolk,Retirement / Spouses,405,Virginia
26525,eg:Record,118000,Suffolk,Retirement / Children,175,Virginia
26526,eg:Record,1340000,Suffolk,Survivors / Widow(er)s and parents,1105,Virginia
26527,eg:Record,544000,Suffolk,Survivors / Children,690,Virginia
26528,eg:Record,3360000,Suffolk,Disability / Disabled workers,2855,Virginia
26529,eg:Record,12000,Suffolk,Disability / Spouses,40,Virginia
26530,eg:Record,206000,Suffolk,Disability / Children,605,Virginia
26531,eg:Record,7677000,Suffolk,Aged 65 or older / Men,4980,Virginia
26532,eg:Record,75689000,Virginia Beach,Retirement / Retired workers,52020,Virginia
26533,eg:Record,2362000,Virginia Beach,Retirement / Spouses,2810,Virginia
26534,eg:Record,540000,Virginia Beach,Retirement / Children,755,Virginia
26535,eg:Record,6948000,Virginia Beach,Survivors / Widow(er)s and parents,5125,Virginia
26536,eg:Record,2086000,Virginia Beach,Survivors / Children,2295,Virginia
26537,eg:Record,10380000,Virginia Beach,Disability / Disabled workers,8450,Virginia
26538,eg:Record,45000,Virginia Beach,Disability / Spouses,130,Virginia
26539,eg:Record,632000,Virginia Beach,Disability / Children,1605,Virginia
26540,eg:Record,39172000,Virginia Beach,Aged 65 or older / Men,23635,Virginia
26541,eg:Record,4907000,Waynesboro,Retirement / Retired workers,3500,Virginia
26542,eg:Record,119000,Waynesboro,Retirement / Spouses,150,Virginia
26543,eg:Record,35000,Waynesboro,Retirement / Children,45,Virginia
26544,eg:Record,438000,Waynesboro,Survivors / Widow(er)s and parents,355,Virginia
26545,eg:Record,127000,Waynesboro,Survivors / Children,155,Virginia
26546,eg:Record,1038000,Waynesboro,Disability / Disabled workers,925,Virginia
26547,eg:Record,3000,Waynesboro,Disability / Spouses,10,Virginia
26548,eg:Record,57000,Waynesboro,Disability / Children,165,Virginia
26549,eg:Record,2521000,Waynesboro,Aged 65 or older / Men,1585,Virginia
26550,eg:Record,3097000,Williamsburg,Retirement / Retired workers,1960,Virginia
26551,eg:Record,121000,Williamsburg,Retirement / Spouses,125,Virginia
26552,eg:Record,12000,Williamsburg,Retirement / Children,20,Virginia
26553,eg:Record,228000,Williamsburg,Survivors / Widow(er)s and parents,150,Virginia
26554,eg:Record,34000,Williamsburg,Survivors / Children,35,Virginia
26555,eg:Record,261000,Williamsburg,Disability / Disabled workers,215,Virginia
26556,eg:Record,0,Williamsburg,Disability / Spouses,0,Virginia
26557,eg:Record,7000,Williamsburg,Disability / Children,30,Virginia
26558,eg:Record,1674000,Williamsburg,Aged 65 or older / Men,930,Virginia
26559,eg:Record,5376000,Winchester,Retirement / Retired workers,3790,Virginia
26560,eg:Record,122000,Winchester,Retirement / Spouses,145,Virginia
26561,eg:Record,34000,Winchester,Retirement / Children,50,Virginia
26562,eg:Record,487000,Winchester,Survivors / Widow(er)s and parents,365,Virginia
26563,eg:Record,166000,Winchester,Survivors / Children,195,Virginia
26564,eg:Record,894000,Winchester,Disability / Disabled workers,780,Virginia
26565,eg:Record,3000,Winchester,Disability / Spouses,5,Virginia
26566,eg:Record,46000,Winchester,Disability / Children,135,Virginia
26567,eg:Record,2813000,Winchester,Aged 65 or older / Men,1770,Virginia
26568,eg:Record,2333000,Adams,Retirement / Retired workers,1770,Washington
26569,eg:Record,74000,Adams,Retirement / Spouses,100,Washington
26570,eg:Record,18000,Adams,Retirement / Children,30,Washington
26571,eg:Record,226000,Adams,Survivors / Widow(er)s and parents,180,Washington
26572,eg:Record,63000,Adams,Survivors / Children,75,Washington
26573,eg:Record,441000,Adams,Disability / Disabled workers,400,Washington
26574,eg:Record,0,Adams,Disability / Spouses,0,Washington
26575,eg:Record,24000,Adams,Disability / Children,85,Washington
26576,eg:Record,1393000,Adams,Aged 65 or older / Men,920,Washington
26577,eg:Record,6217000,Asotin,Retirement / Retired workers,4415,Washington
26578,eg:Record,147000,Asotin,Retirement / Spouses,190,Washington
26579,eg:Record,40000,Asotin,Retirement / Children,60,Washington
26580,eg:Record,550000,Asotin,Survivors / Widow(er)s and parents,415,Washington
26581,eg:Record,118000,Asotin,Survivors / Children,150,Washington
26582,eg:Record,1378000,Asotin,Disability / Disabled workers,1165,Washington
26583,eg:Record,4000,Asotin,Disability / Spouses,15,Washington
26584,eg:Record,63000,Asotin,Disability / Children,200,Washington
26585,eg:Record,3495000,Asotin,Aged 65 or older / Men,2170,Washington
26586,eg:Record,37975000,Benton,Retirement / Retired workers,24545,Washington
26587,eg:Record,1204000,Benton,Retirement / Spouses,1405,Washington
26588,eg:Record,282000,Benton,Retirement / Children,370,Washington
26589,eg:Record,2980000,Benton,Survivors / Widow(er)s and parents,2055,Washington
26590,eg:Record,792000,Benton,Survivors / Children,840,Washington
26591,eg:Record,6294000,Benton,Disability / Disabled workers,5115,Washington
26592,eg:Record,24000,Benton,Disability / Spouses,65,Washington
26593,eg:Record,342000,Benton,Disability / Children,995,Washington
26594,eg:Record,21691000,Benton,Aged 65 or older / Men,12080,Washington
26595,eg:Record,18282000,Chelan,Retirement / Retired workers,13110,Washington
26596,eg:Record,433000,Chelan,Retirement / Spouses,560,Washington
26597,eg:Record,105000,Chelan,Retirement / Children,155,Washington
26598,eg:Record,1221000,Chelan,Survivors / Widow(er)s and parents,910,Washington
26599,eg:Record,276000,Chelan,Survivors / Children,320,Washington
26600,eg:Record,2372000,Chelan,Disability / Disabled workers,2055,Washington
26601,eg:Record,6000,Chelan,Disability / Spouses,20,Washington
26602,eg:Record,90000,Chelan,Disability / Children,255,Washington
26603,eg:Record,10061000,Chelan,Aged 65 or older / Men,6365,Washington
26604,eg:Record,27895000,Clallam,Retirement / Retired workers,19720,Washington
26605,eg:Record,755000,Clallam,Retirement / Spouses,955,Washington
26606,eg:Record,148000,Clallam,Retirement / Children,215,Washington
26607,eg:Record,2042000,Clallam,Survivors / Widow(er)s and parents,1495,Washington
26608,eg:Record,367000,Clallam,Survivors / Children,405,Washington
26609,eg:Record,3488000,Clallam,Disability / Disabled workers,2865,Washington
26610,eg:Record,17000,Clallam,Disability / Spouses,40,Washington
26611,eg:Record,131000,Clallam,Disability / Children,365,Washington
26612,eg:Record,15520000,Clallam,Aged 65 or older / Men,9780,Washington
26613,eg:Record,91682000,Clark,Retirement / Retired workers,61590,Washington
26614,eg:Record,2677000,Clark,Retirement / Spouses,3245,Washington
26615,eg:Record,704000,Clark,Retirement / Children,950,Washington
26616,eg:Record,7032000,Clark,Survivors / Widow(er)s and parents,4970,Washington
26617,eg:Record,1982000,Clark,Survivors / Children,2150,Washington
26618,eg:Record,13847000,Clark,Disability / Disabled workers,10945,Washington
26619,eg:Record,45000,Clark,Disability / Spouses,140,Washington
26620,eg:Record,776000,Clark,Disability / Children,1915,Washington
26621,eg:Record,49825000,Clark,Aged 65 or older / Men,29490,Washington
26622,eg:Record,1211000,Columbia,Retirement / Retired workers,905,Washington
26623,eg:Record,37000,Columbia,Retirement / Spouses,50,Washington
26624,eg:Record,4000,Columbia,Retirement / Children,10,Washington
26625,eg:Record,123000,Columbia,Survivors / Widow(er)s and parents,100,Washington
26626,eg:Record,21000,Columbia,Survivors / Children,20,Washington
26627,eg:Record,212000,Columbia,Disability / Disabled workers,200,Washington
26628,eg:Record,0,Columbia,Disability / Spouses,0,Washington
26629,eg:Record,8000,Columbia,Disability / Children,20,Washington
26630,eg:Record,719000,Columbia,Aged 65 or older / Men,460,Washington
26631,eg:Record,26389000,Cowlitz,Retirement / Retired workers,18015,Washington
26632,eg:Record,903000,Cowlitz,Retirement / Spouses,1135,Washington
